age,income,budget,credit_score,income_confidence,user_segment,pages_viewed,time_on_site,return_visits,session_count,contact_form_submitted,downloaded_brochure,property_saved,chat_with_agent,traffic_source,converted
39,63890,336398,354,0.96,serious_buyer,16,352,4,8,1,0,1,0,google_ads,1
39,41322,217041,847,0.87,casual_browser,3,39,1,1,0,0,1,0,google_ads,0
22,55739,211620,305,0.48,serious_buyer,15,727,4,5,0,0,0,0,google_ads,0
35,29719,140143,676,0.91,curious_researcher,6,231,3,3,0,0,1,0,organic_search,0
23,99553,565750,349,0.96,impulsive_buyer,7,125,2,2,0,0,1,0,organic_search,0
31,28314,125306,411,0.57,impulsive_buyer,4,202,1,2,0,0,0,0,google_ads,0
50,113831,664244,445,0.6,serious_buyer,13,350,6,7,0,1,0,0,referral,0
38,95164,346718,529,0.48,casual_browser,3,95,1,2,1,0,0,0,facebook_ads,0
22,127658,411375,796,0.61,curious_researcher,8,163,2,3,1,0,0,1,google_ads,0
52,97028,550571,605,0.8,casual_browser,2,73,1,2,0,0,1,0,facebook_ads,0
28,56113,311036,841,0.56,casual_browser,4,52,1,2,0,0,1,0,google_ads,0
42,137174,819994,760,0.4,casual_browser,3,74,0,2,1,0,0,0,facebook_ads,0
26,35357,178134,525,0.6,curious_researcher,9,255,2,2,0,0,0,0,referral,0
32,118865,690613,358,0.67,serious_buyer,16,404,4,5,1,0,0,0,facebook_ads,0
56,40365,221234,375,0.74,curious_researcher,7,218,1,4,0,0,0,0,google_ads,0
35,59029,326623,727,0.81,curious_researcher,7,255,3,3,1,1,0,0,referral,0
48,21737,102325,431,0.44,serious_buyer,13,470,6,8,0,0,0,0,google_ads,0
38,94632,392447,797,0.68,serious_buyer,10,488,4,9,0,0,0,0,google_ads,0
22,105474,612136,604,0.56,serious_buyer,12,429,5,5,0,1,1,0,organic_search,1
33,98218,421979,366,0.97,impulsive_buyer,3,252,2,2,0,1,1,0,facebook_ads,0
35,144606,667567,529,0.62,impulsive_buyer,6,172,1,3,0,1,1,1,google_ads,0
40,47499,206066,632,0.46,serious_buyer,11,328,7,6,0,0,1,0,referral,0
49,130027,610405,576,0.42,casual_browser,2,61,1,2,0,1,0,0,referral,0
49,130402,575270,443,0.56,impulsive_buyer,6,238,1,3,1,1,1,0,referral,0
23,148692,467473,550,0.51,curious_researcher,7,231,3,3,0,0,0,0,organic_search,0
39,127430,719488,379,0.79,curious_researcher,9,199,3,4,0,0,0,1,google_ads,0
23,66157,286670,356,0.91,impulsive_buyer,4,100,1,2,0,0,0,0,referral,0
34,76247,363456,665,0.59,curious_researcher,7,235,2,2,0,0,0,0,organic_search,0
24,148411,507204,607,0.75,serious_buyer,13,466,7,5,1,0,0,1,referral,1
31,61034,183722,473,0.84,curious_researcher,7,209,3,4,1,0,0,0,organic_search,0
51,20294,75815,761,0.64,impulsive_buyer,6,160,2,2,1,0,0,0,facebook_ads,0
52,118072,603791,792,0.44,casual_browser,2,77,1,1,1,0,0,0,google_ads,0
47,44596,147059,673,0.54,curious_researcher,6,180,1,4,1,0,1,0,referral,0
50,118185,676805,648,0.93,curious_researcher,7,121,3,4,0,0,0,0,organic_search,0
22,31434,114579,366,0.89,casual_browser,4,79,1,1,0,0,0,0,google_ads,0
29,78382,283255,629,0.45,impulsive_buyer,3,149,1,3,0,1,1,0,facebook_ads,0
48,58098,205929,493,0.53,casual_browser,1,87,0,1,1,0,0,0,organic_search,0
51,24655,74999,454,0.86,curious_researcher,7,212,2,3,0,0,1,1,referral,0
54,103029,547642,459,0.69,impulsive_buyer,6,282,1,2,0,0,1,0,google_ads,0
35,66228,372539,565,0.86,serious_buyer,14,726,3,5,1,1,1,0,facebook_ads,1
45,23771,115110,467,0.53,impulsive_buyer,4,239,2,3,0,0,0,0,facebook_ads,0
56,94099,335425,444,0.97,impulsive_buyer,4,274,2,3,1,1,0,1,organic_search,0
28,140811,542943,485,0.87,serious_buyer,13,699,4,9,1,0,1,0,facebook_ads,1
29,76799,340049,722,0.52,impulsive_buyer,4,128,2,2,1,0,0,1,referral,0
57,82257,482275,756,0.74,curious_researcher,7,133,2,3,1,0,0,1,organic_search,0
59,37558,140544,644,0.47,curious_researcher,7,256,1,3,1,0,0,0,facebook_ads,0
52,119468,620628,815,0.62,curious_researcher,8,204,2,4,1,0,1,0,google_ads,0
37,78436,338713,403,0.8,curious_researcher,7,207,1,4,0,1,0,0,referral,0
55,127779,497512,546,0.6,serious_buyer,11,319,7,9,1,0,1,0,google_ads,1
57,144891,632847,322,0.79,curious_researcher,9,190,1,4,1,0,0,0,facebook_ads,0
39,143725,461877,824,0.55,impulsive_buyer,3,218,1,2,0,0,1,1,referral,0
49,112103,604914,443,0.83,casual_browser,1,79,0,2,0,0,0,0,google_ads,0
27,143400,534868,492,0.62,serious_buyer,19,343,7,6,0,0,0,0,facebook_ads,0
48,52376,271110,764,0.87,serious_buyer,12,744,3,6,0,0,0,0,referral,0
29,139154,445994,674,0.48,casual_browser,1,80,1,2,0,0,0,1,referral,0
48,107458,630272,565,0.62,curious_researcher,8,182,2,3,1,0,0,0,referral,0
26,97924,350474,677,0.68,curious_researcher,7,127,3,2,0,0,0,0,facebook_ads,0
49,49332,278638,849,0.65,impulsive_buyer,6,269,2,3,0,0,1,0,facebook_ads,0
37,66737,362276,373,0.66,curious_researcher,8,131,1,2,0,1,1,0,referral,0
36,109031,643673,737,0.67,curious_researcher,9,264,1,3,0,1,1,1,referral,0
43,93970,416632,525,0.99,impulsive_buyer,4,285,1,2,0,0,1,0,referral,0
51,71952,372869,607,0.52,curious_researcher,6,198,1,4,0,0,0,0,facebook_ads,0
23,40991,168560,647,0.86,casual_browser,3,78,1,2,1,0,0,0,organic_search,0
41,47472,168672,775,0.73,curious_researcher,9,263,3,3,1,0,1,1,google_ads,0
46,79946,346104,614,0.65,casual_browser,4,69,0,1,1,1,1,0,google_ads,0
56,125566,439135,824,0.78,casual_browser,1,119,1,2,0,0,1,0,google_ads,0
57,46849,278570,724,0.91,casual_browser,1,89,1,1,1,1,1,0,organic_search,0
42,21541,70842,823,0.68,curious_researcher,9,202,1,4,1,0,1,1,facebook_ads,0
32,149237,711507,548,0.92,curious_researcher,5,131,1,4,1,0,1,1,referral,0
33,22765,111079,481,0.46,serious_buyer,17,896,6,6,0,0,1,0,referral,0
31,63074,291038,405,0.79,impulsive_buyer,7,111,2,2,0,0,0,0,organic_search,0
36,122795,612324,490,0.6,impulsive_buyer,7,126,1,3,0,1,0,0,google_ads,0
28,49283,165026,436,0.63,serious_buyer,10,824,7,8,1,0,1,0,facebook_ads,1
22,121387,566277,419,0.74,casual_browser,2,67,0,1,0,0,1,1,facebook_ads,0
50,140044,540799,371,0.69,impulsive_buyer,4,219,1,3,0,1,0,1,facebook_ads,0
50,120161,699400,430,0.63,serious_buyer,10,621,3,6,0,0,0,0,referral,0
32,20769,109789,756,0.58,casual_browser,2,64,1,1,1,0,1,0,google_ads,0
30,37806,223718,778,0.77,serious_buyer,19,805,7,5,1,0,0,1,google_ads,1
31,110518,344005,351,0.7,curious_researcher,9,251,1,2,1,0,0,1,organic_search,0
35,22972,88566,418,0.59,curious_researcher,8,299,3,4,1,0,0,0,google_ads,0
36,38256,137196,563,0.52,casual_browser,4,111,1,1,0,0,1,0,referral,0
37,123903,375855,538,0.86,casual_browser,1,40,0,1,0,0,0,0,referral,0
46,145574,542550,650,0.88,curious_researcher,9,207,2,4,1,0,0,0,facebook_ads,0
22,38653,194669,554,0.53,impulsive_buyer,7,144,2,3,1,0,1,1,facebook_ads,0
32,123579,456410,608,0.56,impulsive_buyer,6,103,1,3,1,0,0,0,google_ads,0
46,106669,482891,794,0.54,curious_researcher,5,256,2,4,0,1,0,0,facebook_ads,0
43,59339,336063,356,0.93,impulsive_buyer,6,274,1,2,0,1,1,0,facebook_ads,0
38,45757,232503,702,0.86,curious_researcher,8,171,2,2,0,0,1,1,organic_search,0
52,123376,516191,366,0.44,serious_buyer,19,432,7,7,0,0,0,0,facebook_ads,0
58,62399,256922,345,0.9,serious_buyer,18,556,5,7,0,0,1,0,facebook_ads,0
23,64013,279558,668,0.42,serious_buyer,13,535,7,6,1,0,1,0,google_ads,1
58,117605,415277,531,0.55,impulsive_buyer,7,282,2,3,1,1,1,0,google_ads,1
23,34706,170128,701,0.95,serious_buyer,12,770,7,5,0,0,0,0,facebook_ads,0
50,58231,238307,322,0.92,casual_browser,1,85,0,2,0,0,0,0,organic_search,0
21,47909,266234,566,0.87,casual_browser,1,113,0,2,1,0,1,1,referral,0
50,125754,662680,417,0.67,serious_buyer,13,370,4,9,0,0,0,0,referral,0
52,145777,704327,354,0.59,casual_browser,1,115,0,2,1,0,0,0,referral,0
48,96631,395472,452,0.93,serious_buyer,17,631,4,7,0,1,0,0,organic_search,1
41,77572,281570,538,0.79,serious_buyer,14,381,4,7,0,1,0,0,facebook_ads,0
33,105879,564171,564,0.58,curious_researcher,8,131,1,4,0,0,0,0,referral,0
47,83767,373536,567,0.68,serious_buyer,13,609,6,6,0,0,0,1,facebook_ads,0
56,46469,170738,412,0.93,casual_browser,3,43,1,2,0,0,1,0,facebook_ads,0
27,21313,76418,465,0.94,impulsive_buyer,6,215,1,3,1,0,0,1,facebook_ads,0
42,27847,97358,307,0.8,serious_buyer,19,573,4,6,0,0,0,0,referral,0
30,70222,374387,516,0.84,curious_researcher,6,203,2,3,1,1,1,0,organic_search,0
59,94702,349162,730,0.42,casual_browser,3,32,0,2,1,0,0,1,organic_search,0
35,29930,137077,591,0.76,curious_researcher,6,190,2,4,0,0,1,1,organic_search,0
35,23285,101397,349,0.81,serious_buyer,16,650,5,8,0,0,0,0,organic_search,0
24,143637,680671,406,0.41,serious_buyer,12,824,7,6,1,0,0,1,facebook_ads,1
52,55863,314590,308,0.91,serious_buyer,15,417,6,7,0,0,0,0,referral,0
43,36704,205661,755,0.96,serious_buyer,17,666,6,6,1,0,1,0,organic_search,1
26,38705,168491,622,0.54,casual_browser,4,64,0,1,0,1,0,0,organic_search,0
44,20555,62612,608,0.91,impulsive_buyer,7,297,2,2,1,0,1,0,organic_search,0
40,41323,176834,444,0.8,serious_buyer,17,550,6,7,1,0,0,0,google_ads,0
57,90968,438336,711,0.75,curious_researcher,9,138,3,4,0,0,0,1,facebook_ads,0
40,86922,406212,413,0.91,casual_browser,3,60,0,1,0,0,0,0,organic_search,0
32,73915,366175,698,0.57,casual_browser,2,103,1,1,0,0,1,0,facebook_ads,0
53,129543,448507,574,0.87,casual_browser,4,72,0,1,0,0,0,1,facebook_ads,0
48,30619,151245,423,0.59,curious_researcher,6,194,3,2,1,0,0,0,facebook_ads,0
28,92390,327795,385,0.87,impulsive_buyer,6,277,1,2,0,0,1,0,google_ads,0
21,148918,782053,346,0.67,curious_researcher,5,298,2,3,0,0,0,1,google_ads,0
57,128500,516218,500,0.47,curious_researcher,6,171,2,2,1,1,0,1,organic_search,0
42,134337,689106,575,0.63,curious_researcher,9,150,2,2,1,1,0,0,facebook_ads,0
26,79274,249205,848,0.54,serious_buyer,19,689,5,8,0,0,1,0,google_ads,1
41,93173,393523,429,0.46,serious_buyer,13,311,7,9,1,1,0,1,referral,1
52,41225,210870,747,0.47,curious_researcher,5,299,2,4,0,1,1,0,referral,0
55,131266,483139,688,0.87,curious_researcher,9,183,2,2,1,0,0,0,facebook_ads,0
35,46739,251729,562,0.93,serious_buyer,17,320,5,7,0,0,0,0,referral,0
25,67708,331250,577,0.96,serious_buyer,15,597,7,7,1,0,1,0,organic_search,1
26,148041,705072,345,0.91,impulsive_buyer,6,106,1,2,1,0,0,0,referral,0
45,73019,296504,467,0.9,curious_researcher,9,171,3,2,0,0,0,0,referral,0
49,96154,427630,744,0.44,casual_browser,1,59,0,1,0,0,0,0,referral,0
27,122097,585094,345,0.87,impulsive_buyer,3,252,2,2,0,0,0,0,facebook_ads,0
33,27373,120917,839,0.87,casual_browser,1,74,0,2,1,0,1,0,google_ads,0
58,55281,281653,386,0.48,impulsive_buyer,5,242,1,2,1,0,1,0,referral,0
38,40187,172847,684,0.8,curious_researcher,9,263,3,2,1,0,0,1,referral,0
22,87863,316905,564,0.67,casual_browser,3,84,0,1,1,1,1,1,facebook_ads,0
28,117927,429466,321,0.94,serious_buyer,10,477,5,9,1,1,0,0,organic_search,1
31,127113,383552,749,0.82,impulsive_buyer,7,105,2,2,1,0,0,0,organic_search,0
53,104085,406230,531,0.97,casual_browser,1,31,1,2,1,0,0,0,google_ads,0
58,137996,724030,485,0.46,impulsive_buyer,6,195,1,3,0,0,1,0,facebook_ads,0
47,59220,318750,625,0.42,curious_researcher,9,221,1,2,1,1,0,0,google_ads,0
40,142755,514974,482,0.98,casual_browser,2,51,0,1,0,1,0,0,referral,0
32,27642,162455,696,0.45,casual_browser,3,44,1,1,1,0,1,0,google_ads,0
51,99971,450590,780,0.63,casual_browser,3,110,1,2,0,0,1,1,google_ads,0
47,75556,434517,702,0.79,impulsive_buyer,7,151,1,3,0,0,1,0,referral,0
52,53760,275267,762,0.93,serious_buyer,17,532,7,8,0,1,0,1,google_ads,1
30,58192,300695,716,0.55,serious_buyer,19,794,3,9,1,1,1,0,google_ads,1
23,144257,469575,501,0.42,serious_buyer,13,448,3,8,0,0,0,0,referral,0
47,24381,89233,364,0.71,curious_researcher,7,213,1,4,1,0,1,0,referral,0
55,116583,352831,316,0.68,casual_browser,3,76,0,2,0,0,0,0,referral,0
51,39558,203659,482,0.58,serious_buyer,10,844,6,8,0,1,0,1,google_ads,0
35,50782,204819,690,0.92,serious_buyer,11,389,5,6,0,0,0,0,referral,0
36,24782,132830,343,0.85,casual_browser,4,34,0,2,0,0,0,0,facebook_ads,0
33,111417,447540,781,0.91,curious_researcher,6,149,1,2,0,0,0,0,google_ads,0
55,74712,407778,562,0.5,impulsive_buyer,5,150,1,3,0,1,1,1,referral,0
31,125764,426603,473,0.82,impulsive_buyer,5,226,1,3,0,0,1,0,google_ads,0
41,114945,404620,740,0.99,impulsive_buyer,3,249,2,3,0,0,1,1,facebook_ads,0
31,39462,158741,519,0.77,casual_browser,2,42,0,1,0,0,0,0,referral,0
50,80030,338163,693,0.5,curious_researcher,5,259,2,4,1,0,0,1,referral,0
55,88519,358157,494,1.0,casual_browser,3,89,1,1,0,0,1,0,organic_search,0
42,76411,404286,708,0.72,impulsive_buyer,4,146,2,3,0,0,0,0,facebook_ads,0
58,75206,247491,770,0.9,serious_buyer,12,646,7,5,0,0,0,0,facebook_ads,0
51,117469,476178,646,0.49,serious_buyer,14,571,3,6,0,1,0,1,organic_search,1
34,66950,369009,761,0.8,serious_buyer,13,311,7,7,0,1,1,0,facebook_ads,1
44,22523,72082,360,0.95,impulsive_buyer,7,278,1,3,0,0,0,0,referral,0
52,80926,471558,465,0.72,curious_researcher,9,190,2,4,1,1,0,0,organic_search,0
56,29677,176843,450,0.57,impulsive_buyer,6,273,1,2,0,0,1,1,google_ads,0
52,95828,312945,410,0.48,casual_browser,2,79,1,2,0,0,0,0,referral,0
35,35089,135928,787,0.58,curious_researcher,5,135,2,2,0,0,1,0,facebook_ads,0
55,24581,101204,848,0.61,serious_buyer,17,862,4,6,0,0,0,0,organic_search,0
23,31907,170037,302,0.83,curious_researcher,7,139,2,3,0,1,0,0,google_ads,0
36,25609,122610,782,0.51,curious_researcher,5,193,3,3,0,1,0,0,organic_search,0
25,71153,351004,312,0.46,impulsive_buyer,3,178,1,3,1,0,0,0,referral,0
41,70539,371918,461,0.63,curious_researcher,7,260,2,4,0,0,1,0,referral,0
30,64143,215131,643,0.68,impulsive_buyer,4,166,2,3,0,0,1,0,organic_search,0
39,42936,236132,748,0.78,casual_browser,1,76,1,1,1,1,1,0,organic_search,0
45,70182,359111,631,0.82,curious_researcher,6,142,1,4,0,0,1,1,facebook_ads,0
24,128261,606934,563,0.93,curious_researcher,7,185,1,3,0,0,0,1,referral,0
49,131259,744134,382,0.57,curious_researcher,6,236,1,4,0,1,0,0,google_ads,0
39,119524,609682,633,0.72,serious_buyer,18,451,7,9,0,1,1,0,organic_search,1
22,115042,414737,679,0.62,impulsive_buyer,4,138,2,2,1,0,0,0,google_ads,0
30,33163,142243,518,0.4,impulsive_buyer,6,190,2,3,0,1,0,1,organic_search,0
45,146686,657465,753,0.75,serious_buyer,10,590,6,8,0,0,1,1,referral,1
40,79758,252486,388,0.89,impulsive_buyer,3,127,2,2,1,0,1,0,organic_search,0
39,66057,387352,632,0.42,casual_browser,1,102,1,2,0,1,0,0,facebook_ads,0
43,32537,110161,609,0.4,serious_buyer,12,646,3,8,0,0,1,0,google_ads,0
44,42419,216013,719,0.84,impulsive_buyer,4,165,1,2,0,0,1,0,organic_search,0
31,62578,282770,653,0.81,casual_browser,1,66,1,1,1,0,0,0,referral,0
54,94991,292277,399,0.64,impulsive_buyer,5,150,2,2,1,1,1,0,organic_search,0
48,141211,815386,444,0.8,serious_buyer,12,620,7,6,0,0,0,0,google_ads,0
25,142762,793115,309,0.97,impulsive_buyer,4,265,1,3,1,0,1,0,referral,0
25,94599,432579,343,0.55,casual_browser,3,67,0,2,1,0,0,1,organic_search,0
41,20834,76811,685,0.55,casual_browser,2,96,0,2,1,0,1,0,facebook_ads,0
32,52214,175693,794,0.51,casual_browser,1,77,1,2,0,0,1,0,facebook_ads,0
24,112934,461920,792,0.83,impulsive_buyer,6,171,1,2,1,0,1,0,facebook_ads,0
40,143798,541584,468,0.61,serious_buyer,11,758,7,9,0,0,1,0,referral,1
58,120028,542535,830,0.99,impulsive_buyer,5,227,2,3,1,0,0,0,organic_search,0
45,141286,833478,635,0.83,curious_researcher,5,203,2,3,0,0,1,1,referral,0
34,22413,105898,812,0.62,serious_buyer,19,524,7,8,0,0,1,0,facebook_ads,0
31,29505,167287,429,0.49,curious_researcher,9,253,2,4,1,0,0,1,referral,0
52,140681,696741,838,0.76,impulsive_buyer,3,230,2,2,1,0,0,0,organic_search,0
31,122802,543489,813,0.58,serious_buyer,15,781,3,9,0,1,0,0,facebook_ads,1
38,22105,122988,549,0.94,curious_researcher,6,291,1,3,0,0,1,1,referral,0
47,88104,388900,437,0.66,impulsive_buyer,6,159,1,2,0,0,1,0,google_ads,0
38,148303,831369,574,0.58,serious_buyer,16,727,5,9,0,0,1,0,facebook_ads,1
43,127634,494547,763,0.75,casual_browser,2,88,1,1,0,0,0,0,google_ads,0
31,134897,456820,440,0.48,casual_browser,2,34,1,1,0,1,0,1,facebook_ads,0
41,78408,436414,555,0.74,casual_browser,4,43,0,2,0,0,1,0,organic_search,0
25,57679,274681,755,0.43,curious_researcher,7,249,3,4,0,0,1,0,referral,0
43,136908,775895,733,0.76,curious_researcher,5,133,3,4,0,0,0,0,google_ads,0
45,134921,784360,472,0.72,impulsive_buyer,4,107,1,2,1,1,1,0,google_ads,0
30,119096,376448,772,0.71,casual_browser,4,57,1,1,0,0,0,1,referral,0
42,99731,449079,722,0.81,curious_researcher,9,285,3,2,1,0,0,0,organic_search,0
39,132205,545331,738,0.43,casual_browser,2,78,0,2,1,0,1,1,google_ads,0
21,85131,415232,356,0.68,impulsive_buyer,5,176,2,3,0,0,1,1,referral,0
27,84280,453491,797,0.67,serious_buyer,10,678,6,6,0,0,0,1,google_ads,0
24,35762,137389,468,0.68,curious_researcher,7,287,2,2,0,0,1,0,organic_search,0
21,137798,643571,727,0.99,curious_researcher,6,200,3,4,0,0,0,0,google_ads,0
35,136854,701539,718,0.48,serious_buyer,15,396,7,5,0,0,1,1,google_ads,1
32,126830,431639,646,0.81,curious_researcher,6,272,2,2,0,0,0,0,organic_search,0
42,78703,428317,816,0.64,impulsive_buyer,3,284,1,3,1,1,1,0,google_ads,0
42,101434,488742,754,0.71,curious_researcher,5,217,2,4,0,1,1,1,referral,0
37,83079,485896,501,0.86,curious_researcher,7,201,3,2,1,0,0,0,organic_search,0
49,41577,167080,478,0.49,serious_buyer,11,557,5,8,0,0,1,0,google_ads,0
34,21214,70524,356,0.86,impulsive_buyer,7,228,1,3,0,1,0,1,organic_search,0
40,106339,480599,800,0.44,casual_browser,2,53,0,1,0,1,0,0,facebook_ads,0
53,68114,221876,411,0.69,casual_browser,1,79,0,2,0,0,1,0,referral,0
35,109234,645417,447,0.85,serious_buyer,11,388,6,8,1,0,1,0,google_ads,1
32,83230,259349,677,0.52,impulsive_buyer,7,106,2,3,0,1,0,0,referral,0
40,143163,753110,647,0.86,serious_buyer,18,369,7,6,0,0,1,0,google_ads,1
50,52980,242399,657,0.5,serious_buyer,17,479,3,7,0,0,1,0,facebook_ads,0
58,87194,358006,355,0.88,casual_browser,1,38,1,1,0,1,0,0,facebook_ads,0
23,97806,312737,615,0.68,impulsive_buyer,4,253,2,2,1,0,1,1,referral,0
48,132333,643998,484,0.81,impulsive_buyer,5,231,1,2,1,0,0,0,referral,0
46,57792,274839,353,0.95,serious_buyer,11,625,7,6,1,0,0,0,organic_search,0
50,65807,252873,336,0.65,casual_browser,2,65,1,2,0,1,1,0,google_ads,0
33,144297,826917,569,0.54,impulsive_buyer,6,203,2,2,0,1,1,0,google_ads,0
33,145266,568328,807,0.92,serious_buyer,18,814,4,6,0,0,1,0,referral,1
22,42301,183974,527,0.5,curious_researcher,9,237,3,4,1,0,1,0,organic_search,0
57,25141,116435,727,0.78,casual_browser,2,103,0,2,0,0,1,1,facebook_ads,0
58,136482,450485,300,0.95,impulsive_buyer,6,180,2,3,1,1,0,0,google_ads,0
22,124292,720456,322,0.8,impulsive_buyer,7,116,1,3,1,0,1,0,facebook_ads,0
56,142984,589610,802,0.52,impulsive_buyer,7,210,1,3,1,0,0,1,organic_search,0
46,33777,109516,747,0.49,casual_browser,2,116,0,1,0,0,0,0,google_ads,0
31,58346,242828,795,0.55,serious_buyer,15,351,3,8,0,0,1,1,organic_search,0
28,74703,358619,724,0.63,curious_researcher,5,206,3,4,1,1,1,0,organic_search,1
42,114977,522105,317,0.5,impulsive_buyer,7,222,1,3,1,0,0,0,google_ads,0
40,67819,344766,744,0.88,casual_browser,2,100,1,1,1,1,1,0,facebook_ads,0
28,48469,153474,338,0.61,impulsive_buyer,3,218,2,2,0,0,0,1,facebook_ads,0
49,23845,91889,509,0.96,serious_buyer,15,801,5,8,1,0,0,0,organic_search,1
46,130186,710515,510,0.91,curious_researcher,8,165,2,4,0,1,1,0,referral,0
50,43290,140245,580,0.95,impulsive_buyer,3,274,1,2,0,0,1,0,organic_search,0
37,132551,737839,432,0.58,casual_browser,3,42,1,2,1,0,1,1,facebook_ads,0
40,50699,166074,748,0.74,serious_buyer,12,312,4,5,0,1,0,0,organic_search,0
36,64252,353602,563,0.59,curious_researcher,5,147,2,4,1,0,0,0,organic_search,0
27,118682,484503,410,0.55,casual_browser,4,94,1,1,0,0,1,1,google_ads,0
36,23293,112659,537,0.76,impulsive_buyer,5,224,1,2,0,0,0,0,organic_search,0
47,138017,477354,756,0.89,casual_browser,2,112,1,1,0,1,0,0,referral,0
43,139496,446178,815,0.46,curious_researcher,6,134,1,3,0,0,1,0,referral,0
44,129934,473975,472,0.57,serious_buyer,15,318,3,5,0,0,1,0,referral,0
29,77089,260835,492,0.52,serious_buyer,15,433,3,9,0,1,1,0,referral,0
55,131964,519570,814,0.88,impulsive_buyer,7,192,2,3,1,0,0,1,organic_search,0
40,36608,166315,708,0.96,impulsive_buyer,3,131,2,3,0,0,0,0,referral,0
57,148713,708807,383,0.45,impulsive_buyer,7,246,1,2,1,0,0,1,referral,0
37,86273,463251,379,0.63,impulsive_buyer,3,279,2,3,0,1,1,1,google_ads,0
51,36619,181949,508,0.95,curious_researcher,6,286,1,4,1,1,1,0,facebook_ads,0
28,98006,473003,821,0.61,impulsive_buyer,5,132,2,3,0,0,1,0,google_ads,0
35,135399,573461,498,0.83,casual_browser,1,30,0,2,0,0,0,1,referral,0
51,107908,477107,533,0.46,curious_researcher,9,282,1,4,1,0,1,0,facebook_ads,0
50,101653,431370,543,0.67,curious_researcher,6,215,1,2,0,0,1,0,google_ads,0
40,34779,192206,692,0.7,impulsive_buyer,4,168,1,2,1,0,1,0,organic_search,0
59,71040,262137,745,0.85,curious_researcher,7,225,2,3,0,0,1,1,facebook_ads,0
32,114830,346460,692,0.57,casual_browser,3,75,1,2,1,1,1,0,google_ads,0
37,76325,378110,308,0.56,curious_researcher,8,202,1,3,0,0,0,0,google_ads,0
50,135947,490413,452,0.58,curious_researcher,5,248,2,3,0,0,1,1,referral,0
49,41630,236056,409,0.73,casual_browser,1,94,0,1,0,0,0,1,facebook_ads,0
39,125575,700349,565,0.93,casual_browser,3,43,0,2,0,0,1,0,referral,0
31,135436,437482,672,0.9,curious_researcher,5,253,1,4,0,0,1,0,facebook_ads,0
54,32178,106804,451,0.43,serious_buyer,13,645,4,5,0,1,1,1,referral,0
27,39935,179129,714,0.93,curious_researcher,7,236,2,2,0,0,0,1,facebook_ads,0
54,67258,324699,625,0.46,casual_browser,3,69,0,2,1,0,0,0,facebook_ads,0
40,42784,163637,475,0.65,casual_browser,1,36,1,2,1,0,0,0,google_ads,0
58,83722,431201,824,0.86,casual_browser,4,80,1,1,0,1,1,0,referral,0
44,43027,205873,614,0.45,serious_buyer,18,539,4,7,0,0,0,0,facebook_ads,0
30,116544,463200,366,0.42,casual_browser,2,106,0,2,0,0,0,1,facebook_ads,0
52,77853,239484,483,0.6,impulsive_buyer,5,167,1,2,1,0,1,0,facebook_ads,0
35,132167,693936,334,0.84,impulsive_buyer,5,201,1,2,0,1,0,0,organic_search,0
57,87359,318358,804,0.71,serious_buyer,12,841,4,9,0,0,1,0,facebook_ads,1
40,92388,508450,375,0.65,casual_browser,4,61,1,1,0,0,0,1,organic_search,0
23,98608,420155,771,0.89,casual_browser,1,94,0,1,0,0,0,0,facebook_ads,0
57,96669,457363,822,0.86,impulsive_buyer,6,223,2,2,0,0,1,0,facebook_ads,0
28,35111,197283,582,0.87,impulsive_buyer,6,287,1,2,0,0,1,0,google_ads,0
43,52312,292469,835,0.68,curious_researcher,8,237,1,3,0,0,0,0,google_ads,0
31,149321,614390,573,0.41,serious_buyer,12,833,3,6,1,0,0,0,google_ads,1
28,44161,160157,838,0.5,curious_researcher,9,174,3,3,0,0,1,0,google_ads,0
49,138920,739809,353,0.84,serious_buyer,18,325,3,8,0,1,0,0,referral,1
50,124823,536644,354,0.85,casual_browser,3,70,1,2,1,0,0,0,facebook_ads,0
30,145014,518588,576,0.98,casual_browser,4,80,0,1,0,0,1,0,organic_search,0
59,87313,498843,742,0.51,serious_buyer,10,419,6,5,0,0,1,1,facebook_ads,0
48,70374,252946,717,0.47,curious_researcher,6,271,2,2,1,0,1,1,facebook_ads,0
56,44014,135449,524,0.48,impulsive_buyer,3,279,1,3,0,0,0,0,facebook_ads,0
33,100308,307026,554,0.51,serious_buyer,19,614,6,9,0,0,0,0,google_ads,0
52,66389,323111,475,0.72,serious_buyer,11,668,3,5,1,0,1,0,facebook_ads,0
56,130163,648865,445,0.99,serious_buyer,17,575,7,5,0,1,0,0,facebook_ads,1
57,38161,150091,684,0.75,casual_browser,4,33,0,1,0,1,0,0,referral,0
46,127800,506092,561,0.71,serious_buyer,11,637,6,6,0,1,1,0,referral,1
42,27490,110468,830,0.8,casual_browser,4,101,0,2,0,0,1,0,organic_search,0
24,139547,703383,670,0.44,impulsive_buyer,4,149,1,3,1,0,0,0,referral,0
51,127197,403774,496,0.89,impulsive_buyer,3,197,2,2,1,0,0,0,google_ads,0
38,44502,257548,583,0.79,curious_researcher,5,175,3,4,0,0,0,0,referral,0
58,55757,204492,601,0.5,casual_browser,1,95,1,2,0,1,1,0,organic_search,0
44,61111,366606,431,0.78,impulsive_buyer,6,244,2,3,1,0,1,1,organic_search,0
43,118273,415678,419,0.76,impulsive_buyer,3,236,2,2,1,0,0,0,referral,0
